name,artist,vibes,tempo,loudness,energy,danceability,key,mode,duration
In The Midnight Hour,The Dee Jays,freakbeat 60s club psychedelic swedish dj lounge eclectic england sweden,118.36,-6.59,0.0,0.0,5,1,195.1
I Gotta Keep Dancing,Corona,europop happy hardcore pop rap italian disco disco hip house electronic ballad trance tech house,131.98,-10.77,0.0,0.0,7,1,221.5
Boring,Lifer,nu metal rapcore hard rock alternative metal folk metal oi power metal rock heavy metal metalcore,104.59,-4.74,0.0,0.0,5,1,228.6
Get It Started,2Fresh,boogaloo funk electro dj hip hop,85.32,-5.5,0.0,0.0,8,1,461.2
Cold Icy Floor,New Roanoke Jug Band,jug band folk bluegrass slide string country music acoustic virginia dance blues,117.27,-11.55,0.0,0.0,7,1,186.7
Im Slowly Turning Into You,The White Stripes,blues-rock garage rock blues alternative rock indie rock rock detroit indie alternative pop,131.28,-6.21,0.0,0.0,7,1,274.6
Intro,Diamond D,hip hop jazz rap turnablism rap united states instrumental chill-out jazz underground hip hop underground rap,146.85,-13.15,0.0,0.0,1,1,52.8
Riot Squad (1991 Digital Remaster),Bad Brains,hardcore punk reggae hard rock rock punk american underground american punk washington dc dub heavy metal,127.19,-10.19,0.0,0.0,5,0,119.7
Marashi Ya Pemba,Ndala Kasheba,soukous african world jazz world fusion africa folk country acoustic tanzania,120.04,-4.02,0.0,0.0,7,1,414.2
Bahama Lullaby,Blind Blake & The Royal Victoria Hotel Calypsos,country blues piedmont blues delta blues ragtime chicago blues louisiana blues blues smooth jazz piano blues country rock,110.6,-9.23,0.0,0.0,3,1,161.7
Stumblin' Man (Album),Tad,grunge alternative rock heavy metal rock garage rock funk metal psychedelic rock folk rock noise rock alternative metal,157.53,-12.07,0.0,0.0,2,1,215.4
Boxing Day,The Pineapple Thief,neo-progressive art rock trip rock new prog experimental rock post rock space rock psychedelic rock progressive metal progressive rock,160.05,-11.1,0.0,0.0,4,0,233.7
This Will Be Laughing Week,Ultimate Fakebook,power pop emo pop punk pop rock alternative rock indie rock punk rock punk pop indie,130.81,-9.87,0.0,0.0,7,1,116.4
Mazurcas das Rías Baixas,Susana Seivane,gaita celtic folk traditional instrumental ethnic mediaeval latin new age world,150.78,-14.47,0.0,0.0,0,1,294.1
Hack 1/Charlie X,Information Society,freestyle dance pop dance rock electro new beat techno industrial dance electronic pop rap progressive house,120.58,-11.33,0.0,0.0,1,0,212.0
Fly to zion,Wilks featuring doniki,hip hop easy listening reggae jungle music breakbeat jazz dub downtempo electronic rasta,170.7,-10.79,0.0,0.0,7,1,255.0
La Piel de Tu Alma,Tito Rodriguez_ Louie Ramirez,mambo bolero charanga salsa world fusion tropical latin cuban jazz latin pop big band,162.98,-16.38,0.0,0.0,8,1,244.3
Musica Sacra Nova: Morgen I Frydenlund,John Tchicai,free jazz free improvisation jazz trip hop dub downtempo united states avant-garde electro big band,158.98,-22.09,0.0,0.0,1,1,250.7
Disciplinarian,Margaret Smith,stand-up comedy funny comedy spoken word humorous comedian,111.01,-17.53,0.0,0.0,6,1,46.9
Le Temps Des Cerises,Toots Thielemans,latin jazz brazilian jazz smooth jazz bebop jazz chill-out cool jazz soul jazz bossa nova free jazz,63.33,-19.74,0.0,0.0,7,1,109.2
Estas hecha para mi (Directo 09),Carlos Baute,cumbia salsa merengue ballad sweden club latin pop male vocalist latin pop,113.97,-4.68,0.0,0.0,9,0,214.1
Paperman_ Fly In The Sky - Original,Chris Farlowe,blue-eyed soul pop rock british invasion blues-rock soft rock classic rock british blues german pop r&b blues,177.6,-11.85,0.0,0.0,0,1,165.5
Autumn In New York,Chico Hamilton,jazz funk soul jazz latin jazz hard bop cool jazz boogaloo jazz smooth jazz easy listening bossa nova,110.17,-29.69,0.0,0.0,4,1,200.3
Where Is My Mind (XFM Live Version),Placebo,british pop rock alternative indie london england glam rock alternative rock guitar beautiful,84.96,-6.46,0.0,0.0,5,1,223.9
Tired,Moonspell,sympho black metal black metal heavy metal death metal metal gothic metal oldies doom metal gothic black,122.0,-6.99,0.0,0.0,2,1,323.8
King Of Rock,RUN-DMC,hip hop old school hip hop east coast rap rap hardcore rap hard rock rap rock gangster rap rapcore eurodance,98.0,-5.19,0.0,0.0,2,0,446.3
Grottans Barn,Finntroll,heavy metal viking metal folk rock black metal progressive trance folk metal humppa jungle music melodic black metal symphonic metal,150.01,-6.51,0.0,0.0,7,1,276.5
It's Not Whatcha Got (Fondling Club Mix),Andréa,italian disco pop folk europop chalga progressive trance pop rock soft rock ballad club tech house,127.88,-8.34,0.0,0.0,1,1,288.2
Resurrection Man,Heaven 17,new romantic dance rock italian disco new wave electronic electro disco progressive house pop rock europop,152.02,-10.48,0.0,0.0,6,0,242.3
Indianola,Steve Azar,tech house bluegrass techno breakbeat electro electronic contemporary country alternative rock country male vocalist,116.83,-10.16,0.0,0.0,4,1,274.5
Lift (Joi Blarneyformasian),Azukx,hardstyle trance techno downtempo gabba hard house hard trance dub electronic grindcore,120.95,-8.64,0.0,0.0,2,1,295.9
This Lullaby,Queens Of The Stone Age,stoner metal alternative metal heavy metal hard rock rock alternative grunge garage rock heavy soundtrack,159.21,-19.37,0.0,0.0,4,0,82.9
Your Silence,The Suicide Machines,ska punk post-grunge skacore ska skate punk oi pop punk punk pop alternative pop rock punk revival,145.18,-2.32,0.0,0.0,10,1,170.8
El Termometro,Orquesta Broadway,charanga salsa tropical latin chant los angeles chorus massachusetts california dance,91.49,-9.89,0.0,0.0,5,1,170.2
Since I Met You Baby,Kenny Neal,swamp blues blues-rock harmonica blues chicago blues soul blues los angeles blues female vocalist new orleans swedish,85.01,-11.78,0.0,0.0,5,1,295.2
Beautiful Maria of My Soul,Virtuoso,flamenco neoclassical hardcore hip hop cabaret orchestra waltz string vaudeville hip hop rap,100.09,-8.5,0.0,0.0,7,0,277.7
Feels Good To Be Free,Karen Peck And New River,country gospel southern gospel spiritual christian gospel contemporary gospel tennessee traditional gospel classic voice,89.0,-5.73,0.0,0.0,0,1,194.5
Contact,Dive,modern rock electro rhythm noise electronic industrial power electronics electro-industrial power noise broken beat dark wave,103.62,-15.71,0.0,0.0,0,1,227.4
Only Me,Charlie Rich,rockabilly blue-eyed soul country gospel rock 'n roll classic country country pop traditional country northern soul soul oldies,108.13,-15.35,0.0,0.0,7,1,148.2
No Love No Nothing,Marlene Dietrich,chanson german pop cabaret ballad smooth jazz easy listening jazz pop soul jazz ragtime,84.89,-17.19,0.0,0.0,8,1,175.3
Why Don't You Do Right,Barbara Lusch,jazz latin jazz easy listening jazz vocal beat vocal ballad california oregon crooner,120.14,-12.74,0.0,0.0,4,0,197.7
Hate Zone,Brand X,jazz fusion jam band instrumental rock chill-out nu jazz progressive rock hip hop jazz downtempo rock,201.01,-13.36,0.0,0.0,9,1,281.5
Telê,Hélio Ziskind,banda latin gaita world reggae,120.07,-9.33,0.0,0.0,8,1,130.2
I Must See Jesus,Michael Bloomfield,blues-rock piano blues country rock chicago blues electric blues soft rock classic rock blues progressive rock male vocalist,74.39,-13.98,0.0,0.0,0,1,271.9
Trade Winds,Judy Mowatt,roots reggae reggae dancehall rock steady dub lovers rock ska female vocalist jamaica raga,149.57,-17.08,0.0,0.0,1,1,349.5
Probka (Latvia),Intars Busulis,experimental pop jazz eurovision pop rock latvia eurovision song contest jazz pop russia english,142.9,-2.71,0.0,0.0,7,0,183.6
We Do It Too,Modeselektor,techno electronic electronica germany dubstep beat electronic music glitch electro hip hop,94.0,-6.96,0.0,0.0,1,1,385.2
Talking Drum (Isea '95),Chris Brown,r&b hip hop rap urban blues male vocalist club reggae neo soul crunk,204.06,-20.57,0.0,0.0,2,1,99.3
C.O.G. To The ATL,DJ Taz,gangster rap hardstyle techno tech house hip hop rap electronic acid french dance,92.01,-8.96,0.0,0.0,4,0,348.0
Hermione,Starless & Bible Black,swamp rock country rock chanson jazz french acoustic instrumental gothic classic black,118.66,-9.21,0.0,0.0,2,1,189.4
La Vuelta,Gustavo A. Santaolalla,folk acoustic soundtrack ballet rock instrumental composer guitar melancholia punk,159.5,-15.45,0.0,0.0,4,0,186.6
La clé parfumée,Gabriel Yared,latin jazz soundtrack chill-out bossa nova jazz opera easy listening electronic film music ambient,79.69,-23.16,0.0,0.0,6,0,53.3
More Than Words,Tom Barabas,meditation electronic modern classical instrumental piano new age adult alternative classical peaceful christmas music,138.83,-22.64,0.0,0.0,7,1,276.8
Wepons Of Mass Deception (Album),Widespread Bloodshed,power violence thrash core thrash metal fastcore,174.87,-2.18,0.0,0.0,10,0,49.9
Mar gaye te sada naal,Naseebo Lal_ Arif Lohar,italian disco bhangra desi afrobeat jungle music hardstyle hard trance world music downtempo disco,147.35,-11.37,0.0,0.0,11,0,1037.7
A Visit From Drum,Liars,experimental rock dance-punk noise rock indie rock rock art punk garage rock punk shoegaze funk,126.46,-8.98,0.0,0.0,11,0,259.1
You're Killing My Love,Michael Bloomfield,blues-rock piano blues country rock chicago blues electric blues soft rock classic rock blues progressive rock male vocalist,153.09,-10.09,0.0,0.0,4,1,310.6
Ghosts,Chariots,visual kei screamo indie rock jrock rock metalcore hardcore noise alternative rock finish,98.08,-4.35,0.0,0.0,2,0,162.7
Colombine,Georges Brassens,chanson pop folk rock french pop easy listening french singer-songwriter rock acoustic jazz,59.98,-14.56,0.0,0.0,4,1,115.3
Bury You,Lollipop Lust Kill,industrial metal rap metal nu metal alternative metal hard rock horror punk folk metal oi metalcore gothic metal,153.21,-5.14,0.0,0.0,10,0,265.6
Independentia,US Coast Guard Band,patriotic americana military united states american country world canada london japan,115.45,-12.41,0.0,0.0,0,0,207.9
Hold On,Hot Chip,dance rock electro indie rock electronica rock alternative england london indietronica rave,134.5,-6.36,0.0,0.0,7,1,381.2
Matador,Los Fabulosos Cadillacs,ska latin argentina salsa reggae jazz rock punk folk singer,193.57,-10.27,0.0,0.0,4,0,273.8
Highland,Bill Douglas,chamber jazz ballad downtempo neoclassical celtic spiritual jazz folk rock pop rock electronic,138.21,-13.21,0.0,0.0,5,1,202.0
When Will They Shoot? (Explicit),Ice Cube,gangster rap hip hop rap hardcore rap west coast rap golden age funk classic black funny,95.68,-2.98,0.0,0.0,0,1,276.0
It Is Us,Mudhoney,grunge garage rock alternative rock rock country rock garage punk psychedelic rock space rock indie rock modern rock,152.46,-4.31,0.0,0.0,4,0,211.9
Badd Indian,Apache Indian,dancehall reggae bhangra hip hop dance pop ragamuffin pop rap desi jungle music acid jazz,95.99,-9.72,0.0,0.0,8,0,273.2
Close To You,Rick Astley,dance pop rock pop england adult contemporary ballad club classic male cover,86.97,-8.7,0.0,0.0,7,1,184.6
Wo Men De Fei Leng Cui,Steve Chou,chinese music singer-songwriter r&b male vocalist pop chinese taiwan soft cpop mandarin,66.93,-12.63,0.0,0.0,7,1,214.9
Hush,Mongo Santamaria,latin jazz salsa boogaloo soul jazz world fusion funk jazz mambo tango world music,175.61,-11.26,0.0,0.0,5,0,366.7
Keinu Kanssani (2003 Digital Remaster),J. Karjalainen & Mustat Lasit,suomi rock europop pop rock rock folk alternative rock blues hard rock acoustic country,94.18,-7.24,0.0,0.0,2,0,223.1
She's So Tough,Mink DeVille,blues-rock r&b pop rock rock roots rock rock 'n roll ballad cabaret swamp rock surf music,109.06,-13.59,0.0,0.0,9,0,166.0
Ubi Caritas,Cantara,chill-out technical death metal gaita celtic death metal electronica female vocalist ambient new age folk,139.96,-9.13,0.0,0.0,4,0,286.6
Rakkauden veteraani,Kari Tapio,german pop humppa disco ballad pop rock brutal death metal finish funk emo pop,103.24,-8.42,0.0,0.0,5,1,224.8
Somewhere,Bob Carlisle,ccm blues male vocalist jazz adult contemporary pop gospel christian worship music contemporary christian,141.38,-8.28,0.0,0.0,0,1,326.2
Let's Go Home,Bert Kaempfert And His Orchestra,orchestra easy listening space age pop exotica jazz german instrumental pop male latin,111.87,-12.83,0.0,0.0,4,1,165.6
DEFCON 4,John Frizzell,soundtrack sympho black metal tribal house r&b goa club easy listening classical contemporary trance,176.76,-20.37,0.0,0.0,7,1,108.9
Surf of Syn,GWAR,comedy rock heavy metal shock rock crossover thrash thrash core horror punk thrash metal speed metal industrial metal rock,200.2,-7.51,0.0,0.0,8,1,261.8
S.O.S.,Spliff,pop rock disco new wave europop neue deutsche welle pop rap rock dub electronic german pop,110.6,-15.89,0.0,0.0,8,1,225.7
Wheeling Free,Bert Kaempfert And His Orchestra,easy listening latin jazz jazz ballad german pop pop rock soft rock chanson soul jazz space age pop,144.23,-14.36,0.0,0.0,10,1,201.9
Nos plus belles années,Miossec,chanson pop rock rock folk rock frenchcore british pop big beat indie rock pop tech house,109.85,-11.56,0.0,0.0,2,0,175.7
Live At Brixton Academy 1999,Atari Teenage Riot,breakcore gabba hardcore techno breakbeat future jazz techno jungle music illbient speedcore electronic,74.38,-7.64,0.0,0.0,10,1,1598.2
Ramblin' On My Mind,Memphis Sheiks,country blues blues folk jug band guitar violin vocal prewar blues american piano,85.55,-12.94,0.0,0.0,2,1,363.2
House Of Wolves (Album Version),My Chemical Romance,emo pop punk screamo alternative rock punk grunge hard rock pop rock classic rock rock,127.15,-2.9,0.0,0.0,4,0,184.0
Bridget,Rachel Portman,soft rock polka soundtrack pop rock easy listening grindcore classical blues rock indie rock,86.46,-22.27,0.0,0.0,4,0,199.1
I Don't Want To Talk About It,G-Unit,rap hip hop hardcore rap east coast rap queens classic emo funk funny black,93.0,-5.96,0.0,0.0,4,1,274.8
Snaps Drinking Woman (LP Version),Champion Jack Dupree,piano blues new orleans blues country blues swamp blues blues blues-rock chicago blues louisiana blues east coast blues boogie-woogie,121.38,-12.32,0.0,0.0,11,1,165.3
Out Of My Darkness,Legacy Five,country gospel southern gospel spiritual christian gospel christian music tennessee traditional gospel california group,90.03,-8.88,0.0,0.0,1,1,189.1
Follow You Home (Album Version),Nickelback,alternative metal post-grunge alternative rock rock pop canada soundtrack hard rock guitar heavy,140.03,-3.69,0.0,0.0,5,1,260.3
Prayer For The Dying (Album Version),Seal,dance pop neo soul pop rock urban adult contemporary chill-out r&b soft rock easy listening singer-songwriter,133.16,-7.29,0.0,0.0,5,1,330.3
The Silver Gate,Dark Fortress,sympho black metal melodic black metal extreme metal blackened death metal black metal symphonic metal folk metal brutal death metal melodic death metal power metal,116.49,-2.93,0.0,0.0,9,1,410.0
Special,Wilshire,ccm pop rock adult contemporary rock english christian indie electronic alternative pop rock synthpop,130.12,-3.66,0.0,0.0,4,0,184.4
Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),Sir Neville Marriner,requiem concerto symphony opera orchestra classical german classic italian mozart,0.0,-25.59,0.0,0.0,0,0,220.1
If Music Be The Food Of Love,Gloria,smooth jazz pop folk post-hardcore screamo melodic metalcore melodic hardcore ska punk industrial metal shoegaze pop punk,93.12,-13.39,0.0,0.0,5,0,130.9
On My Own,Black Eyed Peas / Les Nubians / Mos Def,hip hop rap funk r&b pop soul los angeles alternative rap club electro,94.99,-6.62,0.0,0.0,6,1,235.1
El Amor (Version Nortena),Yahir,brutal death metal grindcore emo male vocalist indie rock latin pop female vocalist spanish latin pop,151.87,-7.34,0.0,0.0,9,1,239.7
Valérie,Oztara,musette canada world quebec gypsy indie folk canadian francophone buddamat,132.19,-7.12,0.0,0.0,5,1,402.0
Acordeón,Massiel,europop german pop ballad chanson pop rock latin pop pop vocal spain spanish,141.68,-7.01,0.0,0.0,4,0,192.2
Love Dump (Clean Album Version),Static-X,industrial metal nu metal rock industrial metal alternative soundtrack heavy metal thrash metal death metal,130.1,-7.29,0.0,0.0,10,0,259.6
Pitch In OnA Party,DJ Quik,gangster rap hip hop g funk broken beat trip hop hardcore rap west coast rap old school hip hop rap california,106.44,-6.57,0.0,0.0,6,0,247.6
Apotoma,Giorgos Tsalikis,pop folk modern laika greek christmas music,123.71,-12.48,0.0,0.0,4,1,31.4
Elektro Kardiogramm (Live),Kraftwerk,electronic electronica pop germany electronic music kraut rock beat new romantic meditation experimental music,126.01,-9.8,0.0,0.0,0,1,283.2
Vem Pr'a Roda,Tania Maria,latin jazz brazilian jazz brazilian pop music jazz funk smooth jazz bossa nova samba vocal jazz salsa jazz,176.35,-10.96,0.0,0.0,5,1,267.7
